date,day_of_week,month,or_size,gap_points,gap_direction,volume_ratio,signal_strength,regime,prev_day_result,entry_time,direction,pnl,win_loss,consecutive_losses_before,consecutive_wins_before,market_atr,drawdown_at_entry,exit_reason,points_captured
2024-12-13,Friday,12,105.0,206.25,1,1.138,66,breakout,win,09:45,long,-625.0,0,0,1,186.08,0.0,stop,-31.0
2024-12-17,Tuesday,12,84.25,-97.12,-1,0.47,59,breakout,loss,10:03,short,-625.0,0,1,0,197.52,1.21,stop,-31.0
2024-12-24,Tuesday,12,75.5,72.25,1,0.82,74,breakout,loss,09:51,long,1185.0,1,2,0,257.5,2.42,target,59.5
2025-01-08,Wednesday,1,95.0,-35.5,-1,1.024,76,breakout,win,10:13,short,-625.0,0,0,1,383.38,0.0,stop,-31.0
2025-01-10,Friday,1,129.5,-253.25,-1,1.062,68,breakout,loss,09:46,short,1185.0,1,1,0,359.8,1.25,target,59.5
2025-01-15,Wednesday,1,121.25,299.62,1,1.034,68,breakout,win,09:47,long,-625.0,0,0,1,342.53,0.0,stop,-31.0
2025-01-21,Tuesday,1,128.75,-29.12,-1,1.055,58,breakout,loss,09:54,short,-625.0,0,1,0,302.02,1.24,stop,-31.0
2025-01-22,Wednesday,1,79.25,189.62,1,1.126,84,breakout,loss,09:49,long,1185.0,1,2,0,297.73,2.47,target,59.5
2025-01-30,Thursday,1,72.0,156.5,1,0.94,84,breakout,win,09:47,long,-625.0,0,0,1,264.95,0.13,stop,-31.0
2025-01-31,Friday,1,73.5,154.25,1,0.861,84,breakout,loss,09:53,long,1185.0,1,1,0,265.43,1.36,target,59.5
2025-02-04,Tuesday,2,118.0,70.25,1,0.666,51,breakout,win,09:52,long,1185.0,1,0,1,0.0,0.0,target,59.5
2025-02-05,Wednesday,2,69.0,-122.0,-1,0.813,84,breakout,win,10:12,short,-625.0,0,0,2,347.62,0.0,stop,-31.0
2025-02-13,Thursday,2,116.25,81.38,1,1.296,82,breakout,loss,10:17,long,1185.0,1,1,0,273.25,1.22,target,59.5
2025-02-20,Thursday,2,61.0,-30.25,-1,0.981,54,breakout,win,09:46,short,1185.0,1,0,1,232.04,0.0,target,59.5
2025-02-25,Tuesday,2,86.75,-66.88,-1,1.371,76,breakout,win,09:47,short,1185.0,1,0,2,251.02,0.0,target,59.5
2025-02-26,Wednesday,2,85.0,67.5,1,1.187,84,breakout,win,09:51,long,1185.0,1,0,3,260.04,0.0,target,59.5
2025-03-13,Thursday,3,106.0,-73.25,-1,0.777,61,breakout,win,09:50,short,1185.0,1,0,4,562.88,0.0,target,59.5
2025-03-19,Wednesday,3,106.75,31.12,1,0.199,51,breakout,win,09:54,long,1185.0,1,0,5,486.83,0.0,target,59.5
2025-03-28,Friday,3,101.5,-120.0,-1,1.14,66,breakout,win,10:05,short,1185.0,1,0,6,367.8,0.0,target,59.5
2025-05-02,Friday,5,94.0,173.25,1,0.814,76,breakout,win,10:06,long,1185.0,1,0,7,0.0,0.0,target,59.5
2025-05-06,Tuesday,5,84.25,-235.12,-1,0.914,74,breakout,win,09:51,short,-625.0,0,0,8,243.75,0.0,stop,-31.0
2025-05-07,Wednesday,5,68.75,38.62,1,0.852,84,breakout,loss,10:08,long,-625.0,0,1,0,254.62,1.22,stop,-31.0
2025-05-13,Tuesday,5,107.75,54.88,1,1.084,66,breakout,loss,09:50,long,1185.0,1,2,0,281.94,2.44,target,59.5
2025-05-15,Thursday,5,61.5,-73.25,-1,0.882,64,breakout,win,09:46,short,-625.0,0,0,1,277.5,0.13,stop,-31.0
2025-05-30,Friday,5,95.25,-59.88,-1,0.809,66,breakout,loss,09:49,short,-625.0,0,1,0,268.93,1.35,stop,-31.0
2025-06-05,Thursday,6,105.25,35.88,1,1.076,74,breakout,loss,10:46,long,-625.0,0,2,0,241.0,0.0,stop,-31.0
2025-06-06,Friday,6,83.75,193.38,1,1.059,84,breakout,loss,09:46,long,-625.0,0,3,0,288.62,1.25,stop,-31.0
2025-06-11,Wednesday,6,66.0,45.75,1,1.036,90,breakout,loss,10:24,long,-625.0,0,4,0,242.21,2.5,stop,-31.0
2025-06-13,Friday,6,126.0,-206.5,-1,1.001,74,breakout,loss,10:20,short,-625.0,0,5,0,236.64,3.75,stop,-31.0
2025-06-24,Tuesday,6,67.5,237.25,1,1.287,90,breakout,loss,10:41,long,-625.0,0,6,0,229.16,5.0,stop,-31.0
2025-06-26,Thursday,6,71.5,76.5,1,1.289,100,breakout,loss,10:24,long,1185.0,1,7,0,224.59,6.25,target,59.5
2025-06-27,Friday,6,57.5,62.0,1,1.034,64,breakout,win,09:55,long,1185.0,1,0,1,209.34,3.88,target,59.5
2025-07-03,Thursday,7,55.5,118.0,1,1.179,64,breakout,win,09:51,long,1185.0,1,0,2,228.25,0.0,target,59.5
2025-07-09,Wednesday,7,86.5,128.0,1,1.455,76,breakout,win,09:45,long,-625.0,0,0,3,167.62,0.0,stop,-31.0
2025-07-17,Thursday,7,62.75,30.12,1,1.231,94,breakout,loss,09:49,long,1185.0,1,1,0,184.02,1.22,target,59.5
2025-07-22,Tuesday,7,90.75,-40.62,-1,1.343,76,breakout,win,09:45,short,1185.0,1,0,1,177.04,0.0,target,59.5
2025-07-30,Wednesday,7,59.25,22.62,1,0.952,64,breakout,win,09:45,long,-625.0,0,0,2,182.11,0.0,stop,-31.0
2025-08-05,Tuesday,8,59.5,37.25,1,0.693,39,breakout,loss,09:45,long,-625.0,0,1,0,270.38,0.0,stop,-31.0
2025-08-06,Wednesday,8,79.75,56.12,1,0.87,84,breakout,loss,09:48,long,-625.0,0,2,0,274.83,1.25,stop,-31.0
2025-08-08,Friday,8,84.25,47.12,1,0.741,69,breakout,loss,09:45,long,1185.0,1,3,0,292.65,2.5,target,59.5
2025-08-12,Tuesday,8,98.0,122.0,1,1.055,64,breakout,win,11:10,long,1185.0,1,0,1,267.89,0.13,target,59.5
2025-08-15,Friday,8,76.0,-44.0,-1,0.862,84,breakout,win,09:45,short,-625.0,0,0,2,255.22,0.0,stop,-31.0
2025-08-19,Tuesday,8,110.5,-74.25,-1,1.293,76,breakout,loss,09:47,short,-625.0,0,1,0,236.17,1.22,stop,-31.0
2025-08-20,Wednesday,8,109.75,-104.88,-1,1.114,76,breakout,loss,09:45,short,1185.0,1,2,0,244.5,2.45,target,59.5
2025-08-21,Thursday,8,91.0,-82.0,-1,0.981,76,breakout,win,09:46,short,-625.0,0,0,1,255.39,0.13,stop,-31.0
2025-08-22,Friday,8,118.5,50.25,1,0.783,61,breakout,loss,09:45,long,-625.0,0,1,0,248.86,1.35,stop,-31.0
2025-08-29,Friday,8,80.0,-126.75,-1,0.988,84,breakout,loss,09:45,short,1185.0,1,2,0,238.45,2.57,target,59.5
2025-09-03,Wednesday,9,66.0,129.5,1,1.381,84,breakout,win,10:07,long,-625.0,0,0,1,165.0,0.0,stop,-31.0
2025-09-11,Thursday,9,86.5,79.0,1,1.04,82,breakout,loss,10:35,long,-625.0,0,1,0,213.97,1.25,stop,-31.0
2025-09-12,Friday,9,63.0,26.75,1,0.88,90,breakout,loss,10:21,long,1185.0,1,2,0,205.33,2.5,target,59.5
2025-09-17,Wednesday,9,74.75,-27.62,-1,0.127,59,breakout,win,10:01,short,1185.0,1,0,1,187.15,0.13,target,59.5
2025-09-18,Thursday,9,88.0,176.75,1,0.179,61,breakout,win,10:04,long,1185.0,1,0,2,196.13,0.0,target,59.5
2025-09-30,Tuesday,9,89.5,-54.0,-1,0.962,66,breakout,win,09:54,short,-625.0,0,0,3,202.27,0.0,stop,-31.0
2025-10-08,Wednesday,10,79.0,55.5,1,0.953,74,breakout,loss,09:49,long,1185.0,1,1,0,231.0,0.0,target,59.5
2025-10-09,Thursday,10,76.0,-25.5,-1,1.008,90,breakout,win,10:27,short,1185.0,1,0,1,237.54,0.0,target,59.5
2025-10-10,Friday,10,83.25,45.62,1,1.044,84,breakout,win,09:45,long,-625.0,0,0,2,228.46,0.0,stop,-31.0
2025-10-15,Wednesday,10,83.0,184.5,1,1.017,74,breakout,loss,09:55,long,1185.0,1,1,0,337.0,1.19,target,59.5
2025-10-16,Thursday,10,68.5,132.75,1,0.956,84,breakout,win,09:45,long,-625.0,0,0,1,347.43,0.0,stop,-31.0
2025-10-21,Tuesday,10,71.5,-32.5,-1,0.82,74,breakout,loss,09:48,short,-625.0,0,1,0,355.77,1.18,stop,-31.0
2025-10-22,Wednesday,10,99.25,-67.62,-1,1.05,82,breakout,loss,10:27,short,1185.0,1,2,0,343.95,2.36,target,59.5
2025-10-24,Friday,10,100.75,228.62,1,0.999,76,breakout,win,10:12,long,-625.0,0,0,1,369.2,0.12,stop,-31.0
2025-11-06,Thursday,11,99.75,-88.62,-1,1.018,76,breakout,loss,09:51,short,1185.0,1,1,0,330.67,0.0,target,59.5
2025-11-20,Thursday,11,103.0,469.25,1,0.921,66,breakout,win,09:47,long,-625.0,0,0,1,415.42,0.0,stop,-31.0
2025-11-28,Friday,11,91.0,74.75,1,0.278,49,breakout,loss,11:08,long,-625.0,0,1,0,472.55,1.22,stop,-31.0
2025-12-03,Wednesday,12,85.0,-106.75,-1,0.907,74,breakout,loss,09:53,short,-625.0,0,2,0,271.0,0.0,stop,-31.0
2025-12-05,Friday,12,103.75,95.88,1,0.97,66,breakout,loss,09:53,long,1185.0,1,3,0,255.38,1.25,target,59.5
2025-12-10,Wednesday,12,96.75,-78.88,-1,0.944,74,breakout,win,10:55,short,-625.0,0,0,1,244.29,0.0,stop,-31.0
2025-12-11,Thursday,12,94.25,-200.12,-1,1.258,86,breakout,loss,09:46,short,1185.0,1,1,0,256.5,1.24,target,59.5
2025-12-12,Friday,12,91.0,-141.25,-1,1.088,76,breakout,win,09:48,short,-625.0,0,0,1,265.75,0.0,stop,-31.0
2025-12-31,Wednesday,12,82.75,-34.88,-1,0.796,59,breakout,loss,09:45,short,-625.0,0,1,0,262.05,1.22,stop,-31.0
2026-01-06,Tuesday,1,69.75,66.88,1,0.908,74,breakout,loss,09:45,long,1185.0,1,2,0,354.0,0.0,target,59.5
2026-01-21,Wednesday,1,95.75,25.62,1,1.016,76,breakout,win,09:47,long,1185.0,1,0,1,287.79,0.0,target,59.5
2026-01-27,Tuesday,1,95.25,121.62,1,1.016,66,breakout,win,09:53,long,1185.0,1,0,2,288.57,0.0,target,59.5
2026-01-30,Friday,1,126.5,-131.25,-1,1.025,64,breakout,win,10:29,short,-625.0,0,0,3,305.79,0.0,stop,-31.0
2026-02-18,Wednesday,2,116.75,26.38,1,1.055,66,breakout,loss,09:45,long,-625.0,0,1,0,456.04,0.0,stop,-31.0
2026-02-25,Wednesday,2,122.25,186.38,1,0.793,43,breakout,loss,09:45,long,1185.0,1,2,0,394.79,1.25,target,59.5
2026-02-26,Thursday,2,117.5,-98.25,-1,1.039,76,breakout,win,09:48,short,-625.0,0,0,1,382.09,0.0,stop,-31.0
2026-03-12,Thursday,3,92.25,-184.62,-1,0.742,51,breakout,loss,09:45,short,-625.0,0,1,0,440.62,0.0,stop,-31.0
2026-03-17,Tuesday,3,111.25,130.62,1,0.189,51,breakout,loss,09:45,long,-625.0,0,2,0,407.0,1.25,stop,-31.0
2026-03-18,Wednesday,3,83.75,-72.62,-1,0.156,69,breakout,loss,10:13,short,1185.0,1,3,0,386.85,2.5,target,59.5
2026-03-31,Tuesday,3,89.5,297.75,1,1.079,66,breakout,win,09:46,long,1185.0,1,0,1,336.46,0.13,target,59.5
2026-04-07,Tuesday,4,119.5,-118.0,-1,0.832,66,breakout,win,09:46,short,1185.0,1,0,2,381.08,0.0,target,59.5
2026-04-10,Friday,4,78.75,88.12,1,0.936,70,breakout,win,11:15,long,-625.0,0,0,3,369.21,0.0,stop,-31.0
2026-04-14,Tuesday,4,98.75,166.12,1,1.095,66,breakout,loss,09:45,long,-625.0,0,1,0,347.03,1.22,stop,-31.0
2026-04-15,Wednesday,4,77.5,32.5,1,1.024,84,breakout,loss,09:59,long,1185.0,1,2,0,347.06,2.44,target,59.5
2026-04-16,Thursday,4,108.0,54.75,1,1.246,84,breakout,win,11:09,long,1185.0,1,0,1,351.88,0.13,target,59.5
2026-04-17,Friday,4,90.75,205.38,1,1.149,76,breakout,win,09:51,long,-625.0,0,0,2,346.11,0.0,stop,-31.0
2026-04-21,Tuesday,4,99.75,34.88,1,0.945,66,breakout,loss,09:59,long,-625.0,0,1,0,332.42,1.19,stop,-31.0
2026-04-22,Wednesday,4,79.25,232.62,1,0.797,69,breakout,loss,10:07,long,1185.0,1,2,0,332.5,2.39,target,59.5
2026-04-24,Friday,4,83.75,303.88,1,1.034,82,breakout,win,10:46,long,-625.0,0,0,1,322.62,0.12,stop,-31.0
2026-05-05,Tuesday,5,113.0,265.75,1,1.006,66,breakout,loss,09:45,long,-625.0,0,1,0,313.62,0.0,stop,-31.0
2026-05-07,Thursday,5,61.75,47.12,1,0.862,54,breakout,loss,09:55,long,1185.0,1,2,0,308.56,1.25,target,59.5
2026-05-13,Wednesday,5,108.0,83.25,1,1.101,64,breakout,win,10:53,long,1185.0,1,0,1,363.41,0.0,target,59.5
2026-05-21,Thursday,5,94.5,-150.0,-1,0.957,72,breakout,win,10:20,short,-625.0,0,0,2,393.73,0.0,stop,-31.0
2026-05-29,Friday,5,97.25,115.88,1,1.042,66,breakout,loss,09:47,long,-625.0,0,1,0,370.89,1.21,stop,-31.0
